company,date,source,label,case_type,mentions,title,claim,has_metric,score,rank,url,file
NVIDIA,2026-07-20,channel,unclassified,자사/일반,,Bringing Agent-Ready Simulation Into Blender,"개발자들은 AI [음악] 에이전트를 위해 Omniverse 라이브러리, 스킬 및 도구를 사용하여 자신들의 도구와 장면을 로봇이 사용할 수 있도록 만듭니다.",N,2,2,https://www.youtube.com/watch?v=XdtQbMXHDjQ,transcripts/channels/NVIDIA/Bringing_Agent-Ready_Simulation_Into_Blender__XdtQbMXHDjQ.md
NVIDIA,2026-07-10,channel,AX,자사/일반,,COMPUTEX 2026 | NVIDIA Keynote | Extreme Co-Design: Building the AI Factory,이러한 모든 결과로 DXS를 사용하면 1와트당 AI 공장에 40% 더 많은 GPU를 배포할 수 있습니다.,Y,4,1,https://www.youtube.com/watch?v=LvbUFwNtyPI,transcripts/channels/NVIDIA/COMPUTEX_2026_NVIDIA_Keynote_Extreme_Co-Design_Building_the___LvbUFwNtyPI.md
NVIDIA,2026-07-10,channel,AX,자사/일반,,COMPUTEX 2026 | NVIDIA Keynote | Extreme Co-Design: Building the AI Factory,"이러한 극단적인 코드 설계의 결과로, 새로운 특수 AI 스토리지 아키텍처를 사용했을 때 토큰 처리 속도가 5배 빨라지고 효율성이 5배 향상되었습니다.",Y,4,2,https://www.youtube.com/watch?v=LvbUFwNtyPI,transcripts/channels/NVIDIA/COMPUTEX_2026_NVIDIA_Keynote_Extreme_Co-Design_Building_the___LvbUFwNtyPI.md
NVIDIA,2026-07-10,channel,AX,자사/일반,,COMPUTEX 2026 | NVIDIA Keynote | Extreme Co-Design: Building the AI Factory,무어의 법칙은 트랜지스터의 수가 2년마다 두 배로 증가할 것이라고 예측했습니다.,Y,3,3,https://www.youtube.com/watch?v=LvbUFwNtyPI,transcripts/channels/NVIDIA/COMPUTEX_2026_NVIDIA_Keynote_Extreme_Co-Design_Building_the___LvbUFwNtyPI.md
NVIDIA,2026-06-10,channel,unclassified,자사/일반,,How Mistral Is Building Frontier AI for the Enterprise | NVIDIA AI Podcast Ep. 301,"저희는 특히 대규모 희소 전문가 혼합 모델을 학습시킬 때, 별도의 설정 없이도 최소 2.5배의 성능 향상을 빠르게 확인할 수 있었습니다.",Y,3,1,https://www.youtube.com/watch?v=mYQR-xfqOPY,transcripts/channels/NVIDIA/How_Mistral_Is_Building_Frontier_AI_for_the_Enterprise_NVIDI__mYQR-xfqOPY.md
NVIDIA,2026-06-10,channel,unclassified,자사/일반,,How Mistral Is Building Frontier AI for the Enterprise | NVIDIA AI Podcast Ep. 301,"에이전트 시스템이나 워크플로 자동화를 생각할 때, 모든 단계에서 필요한 지능이 반드시 거대하고 강력한 것일 필요는 없다는 것입니다.",N,2,2,https://www.youtube.com/watch?v=mYQR-xfqOPY,transcripts/channels/NVIDIA/How_Mistral_Is_Building_Frontier_AI_for_the_Enterprise_NVIDI__mYQR-xfqOPY.md
NVIDIA,2026-06-10,channel,unclassified,자사/일반,,How Mistral Is Building Frontier AI for the Enterprise | NVIDIA AI Podcast Ep. 301,이 모든 것은 이후 사람들이 인공지능을 하향식으로 점점 더 많이 도입할 때 안전하고 쉽게 도입할 수 있도록 보장합니다.,N,2,3,https://www.youtube.com/watch?v=mYQR-xfqOPY,transcripts/channels/NVIDIA/How_Mistral_Is_Building_Frontier_AI_for_the_Enterprise_NVIDI__mYQR-xfqOPY.md
NVIDIA,2026-07-16,channel,AX,자사/일반,,How NVIDIA Runs Its Own AI Factory | AI Factory Insider Ep. 2,"네, 아시다시피 저희는 약 1년 전에 엔터프라이즈 AI 팩토리를 출시했고, 다양한 동기를 가진 엔터프라이즈 파트너들이 저희의 발자취를 따라 자체 AI 컴퓨팅 환경을 구축하는 여정에 동참하고 있습니다.",Y,4,1,https://www.youtube.com/watch?v=Jpsq_-1kJTo,transcripts/channels/NVIDIA/How_NVIDIA_Runs_Its_Own_AI_Factory_AI_Factory_Insider_Ep._2__Jpsq_-1kJTo.md
NVIDIA,2026-07-16,channel,AX,자사/일반,,How NVIDIA Runs Its Own AI Factory | AI Factory Insider Ep. 2,"AI 팩토리를 구축하고 확장하는 데에는 주문, 계획, 전력 공급 연결 등에 6개월에서 9개월이 걸리기 때문입니다.",Y,4,2,https://www.youtube.com/watch?v=Jpsq_-1kJTo,transcripts/channels/NVIDIA/How_NVIDIA_Runs_Its_Own_AI_Factory_AI_Factory_Insider_Ep._2__Jpsq_-1kJTo.md
NVIDIA,2026-07-16,channel,AX,자사/일반,,How NVIDIA Runs Its Own AI Factory | AI Factory Insider Ep. 2,NVIDIA는 3년 넘게 Chip NeMo라는 시스템을 에이전트 방식으로 개발해 왔습니다.,Y,4,3,https://www.youtube.com/watch?v=Jpsq_-1kJTo,transcripts/channels/NVIDIA/How_NVIDIA_Runs_Its_Own_AI_Factory_AI_Factory_Insider_Ep._2__Jpsq_-1kJTo.md
NVIDIA,2026-06-30,channel,unclassified,자사/일반,,How Together AI Uses NVIDIA's Full Stack to Deliver AI Responses in Under 100ms,"그래서 저희가 NVIDIA GPU를 사용하는 것을 정말 좋아하는 이유 중 하나는 CUDA, Cutlass 같은 라이브러리 와 이러한 기술들을 통해 인공지능 분야에서 매우 심도 있는 기능을 구축할 수 있다는 점입니다.",N,2,1,https://www.youtube.com/watch?v=10Kb3IB0d70,transcripts/channels/NVIDIA/How_Together_AI_Uses_NVIDIA's_Full_Stack_to_Deliver_AI_Respo__10Kb3IB0d70.md
NVIDIA,2026-06-24,channel,AT,자사/일반,,Inside Instacart's AI-Powered Smart Shopping Cart | NVIDIA AI Podcast Ep. 302,"또 다른 예로, 저희는 새로운 추천 알고리즘을 출시했는데, 그 결과 매장 매출이 1% 이상 증가하는 절대적인 개선을 보였습니다.",Y,4,1,https://www.youtube.com/watch?v=Alz-bhXqyXM,transcripts/channels/NVIDIA/Inside_Instacart's_AI-Powered_Smart_Shopping_Cart_NVIDIA_AI___Alz-bhXqyXM.md
NVIDIA,2026-06-24,channel,AT,자사/일반,,Inside Instacart's AI-Powered Smart Shopping Cart | NVIDIA AI Podcast Ep. 302,"그리고 그 모든 것은 사용자의 온라인 활동에 대한 신호를 포착하는 우리의 능력 과, 지난 10년간 온라인 추천 알고리즘을 구축해 온 심도 있는 경험과 맞지 않을 것입니다 .",Y,4,2,https://www.youtube.com/watch?v=Alz-bhXqyXM,transcripts/channels/NVIDIA/Inside_Instacart's_AI-Powered_Smart_Shopping_Cart_NVIDIA_AI___Alz-bhXqyXM.md
NVIDIA,2026-06-24,channel,AT,자사/일반,,Inside Instacart's AI-Powered Smart Shopping Cart | NVIDIA AI Podcast Ep. 302,"그래서 매일 매장에 방문하는 50만 명이 넘는 인스타카트 쇼핑 담당자와 매장을 돌아다니며 측면 카메라로 선반을 지속적으로 스캔하는 케이퍼 카트를 통해 실시간으로 파악하는 매장 정보를 바탕으로, 매장 최적화를 자동화하고 궁극적으로 사용자에게 더 나은 경험을 제공할 수 있는 새로운 에이전트 기반 경험을 구축할 수 있는 토대를 마련하고 있습니다.",Y,4,3,https://www.youtube.com/watch?v=Alz-bhXqyXM,transcripts/channels/NVIDIA/Inside_Instacart's_AI-Powered_Smart_Shopping_Cart_NVIDIA_AI___Alz-bhXqyXM.md
NVIDIA,2026-06-25,channel,unclassified,협력/고객사 언급,엔비디아,"NVIDIA & Coherent: Reindustrializing America, Manufacturing for the AI Era","엔비디아의 코히런트 전략적 파트너십 투자, 텍사스 주와 SEDCO의 지원, 그리고 오늘 아침 발표된 5천만 달러 규모의 칩 지원금 등 우리가 진행하고 있는 이러한 모든 투자는 미국의 핵심 AI 인프라 구축 능력, 국내 제조 역량 확대, 일자리 창출, 그리고 전반적인 기술 리더십 강화에 기여하고 있습니다.",N,2,1,https://www.youtube.com/watch?v=GsqW5MPFajw,"transcripts/channels/NVIDIA/NVIDIA_&_Coherent_Reindustrializing_America,_Manufacturing_f__GsqW5MPFajw.md"
NVIDIA,2026-06-25,channel,unclassified,자사/일반,,"NVIDIA & Coherent: Reindustrializing America, Manufacturing for the AI Era",이는 인공지능을 가능하게 하는 핵심 기술을 개발하는 미국의 역량을 강화하는 것에 관한 것입니다.,N,2,2,https://www.youtube.com/watch?v=GsqW5MPFajw,"transcripts/channels/NVIDIA/NVIDIA_&_Coherent_Reindustrializing_America,_Manufacturing_f__GsqW5MPFajw.md"
NVIDIA,2026-06-25,channel,unclassified,자사/일반,,"NVIDIA & Coherent: Reindustrializing America, Manufacturing for the AI Era","이러한 투자는 인공지능의 미래는 탄력적인 공급망, 첨단 제조, 그리고 미국에 있는 세계적 수준의 인재를 기반으로 구축되어야 한다는 공통된 믿음을 반영합니다 .",N,2,3,https://www.youtube.com/watch?v=GsqW5MPFajw,"transcripts/channels/NVIDIA/NVIDIA_&_Coherent_Reindustrializing_America,_Manufacturing_f__GsqW5MPFajw.md"
NVIDIA,2026-06-11,channel,unclassified,협력/고객사 언급,엔비디아,NVIDIA Certification: Real Talk from AI Professionals Who Got Certified at GTC,엔비디아 AI는 AI 인프라 및 워크로드 배포의 표준으로 자리 잡았습니다.,N,2,1,https://www.youtube.com/watch?v=U-jd4DdZyXw,transcripts/channels/NVIDIA/NVIDIA_Certification_Real_Talk_from_AI_Professionals_Who_Got__U-jd4DdZyXw.md
NVIDIA,2026-06-11,channel,unclassified,자사/일반,,NVIDIA Certification: Real Talk from AI Professionals Who Got Certified at GTC,365 Mesh에서 제 역할은 AI 디지털 전환 실무 책임자입니다.,N,2,2,https://www.youtube.com/watch?v=U-jd4DdZyXw,transcripts/channels/NVIDIA/NVIDIA_Certification_Real_Talk_from_AI_Professionals_Who_Got__U-jd4DdZyXw.md
NVIDIA,2026-07-01,channel,AX,자사/일반,,NVIDIA Data Center Partners Recap | GTC Taipei 2026 Recap,"블랙웰의 에이전트 처리량보다 10배 높은 [음악] 성능을 포드 규모로 배포하고, 실리콘부터 데이터 센터 [음악] 현장까지 엔드투엔드 최적화를 구현했습니다.",Y,4,1,https://www.youtube.com/watch?v=sUdEcG824YQ,transcripts/channels/NVIDIA/NVIDIA_Data_Center_Partners_Recap_GTC_Taipei_2026_Recap__sUdEcG824YQ.md
NVIDIA,2026-07-01,channel,AX,자사/일반,,NVIDIA Data Center Partners Recap | GTC Taipei 2026 Recap,수년간 정체되었던 소프트웨어 개발 커밋 수가 2026년 초에 세 배로 증가했습니다 .,Y,3,2,https://www.youtube.com/watch?v=sUdEcG824YQ,transcripts/channels/NVIDIA/NVIDIA_Data_Center_Partners_Recap_GTC_Taipei_2026_Recap__sUdEcG824YQ.md
NVIDIA,2026-07-01,channel,AX,자사/일반,,NVIDIA Data Center Partners Recap | GTC Taipei 2026 Recap,[음악] AI 에이전트는 이미 인간이 3달러어치 했던 엔지니어링 작업을 9달러어치의 경제적 효과로 전환하고 있습니다.,N,2,3,https://www.youtube.com/watch?v=sUdEcG824YQ,transcripts/channels/NVIDIA/NVIDIA_Data_Center_Partners_Recap_GTC_Taipei_2026_Recap__sUdEcG824YQ.md
NVIDIA,2026-06-25,channel,unclassified,자사/일반,,NVIDIA cuPhoton: The Tech Fast-Tracking Space Discovery,"멀티 GPU 멀티 노드 시스템에서 GPU 가속 파이프라인을 사용하는 cuPhoton은 이미지 로딩 및 읽기 속도를 14,900 배 향상시키고 처리 및 분석 속도를 최대 8,400 배 향상시킵니다.",Y,3,1,https://www.youtube.com/watch?v=Ywgx2AqcdM8,transcripts/channels/NVIDIA/NVIDIA_cuPhoton_The_Tech_Fast-Tracking_Space_Discovery__Ywgx2AqcdM8.md
NVIDIA,2026-07-09,channel,AX,자사/일반,,Shaping the Next Industrial Era: Meet the NVIDIA Inception Spotlight Startups at GTC Taipei 2026,그들은 천 배 더 빠른 속도로 실행되는 물리적 시뮬레이션과 통계 알고리즘을 결합하여 음악 실험 시간을 70% 단축 하고 몇 주에 걸쳐 진행되던 연구 개발 작업을 몇 분으로 압축했습니다.,Y,4,1,https://www.youtube.com/watch?v=RS9c40UDuIs,transcripts/channels/NVIDIA/Shaping_the_Next_Industrial_Era_Meet_the_NVIDIA_Inception_Sp__RS9c40UDuIs.md
NVIDIA,2026-07-09,channel,AX,자사/일반,,Shaping the Next Industrial Era: Meet the NVIDIA Inception Spotlight Startups at GTC Taipei 2026,인공지능( AI) [음악] 로봇이 싱가포르의 통합 시설 관리 부문 에서 인력 수요를 65%까지 줄이는 등 중요한 개발 사례를 통해 그 효과가 입증되었습니다 .,Y,4,2,https://www.youtube.com/watch?v=RS9c40UDuIs,transcripts/channels/NVIDIA/Shaping_the_Next_Industrial_Era_Meet_the_NVIDIA_Inception_Sp__RS9c40UDuIs.md
NVIDIA,2026-07-09,channel,AX,자사/일반,,Shaping the Next Industrial Era: Meet the NVIDIA Inception Spotlight Startups at GTC Taipei 2026,대만에서는 자율 용접 로봇이 생산 효율을 50% 향상시켰습니다.,Y,3,3,https://www.youtube.com/watch?v=RS9c40UDuIs,transcripts/channels/NVIDIA/Shaping_the_Next_Industrial_Era_Meet_the_NVIDIA_Inception_Sp__RS9c40UDuIs.md
NVIDIA,2026-07-08,channel,unclassified,자사/일반,,The Network at the Heart of AI Factories With NVIDIA Spectrum- X Ethernet​,"그러니까 어떤 기술을 출시하고 나면, 그 후에 나올 새로운 기술을 연구하고 개발하는 데 3년이라는 시간이 생기는 거죠.",Y,3,1,https://www.youtube.com/watch?v=tjGVnjsvi-k,transcripts/channels/NVIDIA/The_Network_at_the_Heart_of_AI_Factories_With_NVIDIA_Spectru__tjGVnjsvi-k.md
NVIDIA,2026-07-08,channel,unclassified,협력/고객사 언급,엔비디아,The Network at the Heart of AI Factories With NVIDIA Spectrum- X Ethernet​,"엔비디아는 네트워킹 스토리지 분야에서 미래를 내다보고 향후 2, 3, 4년 안에 어떤 기술이 나올지 예측하는 훌륭한 연구 개발팀을 보유하고 있습니다.",Y,3,2,https://www.youtube.com/watch?v=tjGVnjsvi-k,transcripts/channels/NVIDIA/The_Network_at_the_Heart_of_AI_Factories_With_NVIDIA_Spectru__tjGVnjsvi-k.md
NVIDIA,2026-07-08,channel,unclassified,자사/일반,,The Network at the Heart of AI Factories With NVIDIA Spectrum- X Ethernet​,또한 인터럽트 간 시간 또는 평균 시간이 10배 증가한 것을 확인했습니다 .,Y,3,3,https://www.youtube.com/watch?v=tjGVnjsvi-k,transcripts/channels/NVIDIA/The_Network_at_the_Heart_of_AI_Factories_With_NVIDIA_Spectru__tjGVnjsvi-k.md
NVIDIA,2026-07-20,channel,unclassified,자사/일반,,Turning Compute Into Data for Physical AI With NVIDIA Cosmos,"NVIDIA Cosmos, 물리적 AI 시대 개발자를 위한 개방형 기반 모델 [음악].",N,2,1,https://www.youtube.com/watch?v=1QPh70Es_oU,transcripts/channels/NVIDIA/Turning_Compute_Into_Data_for_Physical_AI_With_NVIDIA_Cosmos__1QPh70Es_oU.md
NVIDIA Developer,2026-07-01,channel,AX,자사/일반,,Continual Learning for Long-Running Agents: Agents That Keep Getting Better,And so a lot of enterprises have also discovered this and so they're building a lot of agentic workflows.,N,2,1,https://www.youtube.com/watch?v=SVWmuJx0hHM,transcripts/channels/NVIDIA_Developer/Continual_Learning_for_Long-Running_Agents_Agents_That_Keep___SVWmuJx0hHM.md
NVIDIA Developer,2026-07-01,channel,AX,자사/일반,,Continual Learning for Long-Running Agents: Agents That Keep Getting Better,"And so our argument is that like when you're building these like long-running agents, this is what you want to be doing, too.",N,2,2,https://www.youtube.com/watch?v=SVWmuJx0hHM,transcripts/channels/NVIDIA_Developer/Continual_Learning_for_Long-Running_Agents_Agents_That_Keep___SVWmuJx0hHM.md
NVIDIA Developer,2026-07-01,channel,AX,자사/일반,,Continual Learning for Long-Running Agents: Agents That Keep Getting Better,"And so the basic idea is that once you have an agent deployed, then you can harvest the the traces and the trajectories that the agent does.",N,2,3,https://www.youtube.com/watch?v=SVWmuJx0hHM,transcripts/channels/NVIDIA_Developer/Continual_Learning_for_Long-Running_Agents_Agents_That_Keep___SVWmuJx0hHM.md
NVIDIA Developer,2026-06-29,channel,AX,자사/일반,,How NVIDIA Blackwell and NVIDIA Dynamo Scale AI Agents for Production,And I'm super excited to be spending some time with you today talking about scaling AI agents with Nvidia Blackwell.,N,2,1,https://www.youtube.com/watch?v=XIPhod81elg,transcripts/channels/NVIDIA_Developer/How_NVIDIA_Blackwell_and_NVIDIA_Dynamo_Scale_AI_Agents_for_P__XIPhod81elg.md
NVIDIA Developer,2026-06-29,channel,AX,자사/일반,,How NVIDIA Blackwell and NVIDIA Dynamo Scale AI Agents for Production,Neil is going to show you how to deploy agentic inference on Blackwell using frameworks like Nvidia Dynamo.,N,2,2,https://www.youtube.com/watch?v=XIPhod81elg,transcripts/channels/NVIDIA_Developer/How_NVIDIA_Blackwell_and_NVIDIA_Dynamo_Scale_AI_Agents_for_P__XIPhod81elg.md
NVIDIA Developer,2026-06-29,channel,AX,자사/일반,,How NVIDIA Blackwell and NVIDIA Dynamo Scale AI Agents for Production,"By the end of the session, our goal really is to give you a practical way to think about scaling agents.",N,2,3,https://www.youtube.com/watch?v=XIPhod81elg,transcripts/channels/NVIDIA_Developer/How_NVIDIA_Blackwell_and_NVIDIA_Dynamo_Scale_AI_Agents_for_P__XIPhod81elg.md
NVIDIA Developer,2026-07-14,channel,unclassified,자사/일반,,How to Run Agent-Led Autoresearch with NVIDIA NeMo RL and NeMo Gym,"It managed to download the paper, read the paper, implement the algorithm, and implement all the test, which is all passed.",N,2,1,https://www.youtube.com/watch?v=qP0uXRbg9hc,transcripts/channels/NVIDIA_Developer/How_to_Run_Agent-Led_Autoresearch_with_NVIDIA_NeMo_RL_and_Ne__qP0uXRbg9hc.md
NVIDIA Developer,2026-06-30,channel,AT,자사/일반,,Long-Running AI Agents: The Next Breakthrough in Enterprise Work,Um this helps uh enterprises build their own custom agents uh if they want to build their own.,N,2,1,https://www.youtube.com/watch?v=NHVtXHUcVXE,transcripts/channels/NVIDIA_Developer/Long-Running_AI_Agents_The_Next_Breakthrough_in_Enterprise_W__NHVtXHUcVXE.md
NVIDIA Developer,2026-06-30,channel,AT,자사/일반,,Long-Running AI Agents: The Next Breakthrough in Enterprise Work,Uh and we'll talk more about how how we're we're building with their um open agent framework to drive business value into NVIDIA and into knowledge work.,N,2,2,https://www.youtube.com/watch?v=NHVtXHUcVXE,transcripts/channels/NVIDIA_Developer/Long-Running_AI_Agents_The_Next_Breakthrough_in_Enterprise_W__NHVtXHUcVXE.md
